product_id,image_url,price,deeplink,product_name,brand,Colour,Full_merchant_price,gender,description
38964,http://images.diffusiononline.co.uk/images/products/medium/1412936457-45815500.jpg,27.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Logo+Print+Men%27s+Cap+Bright+Blue&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/hats-c43/ea7-logo-print-mens-cap-bright-blue-p38964,"Logo Print Men's Cap Bright Blue",EA7,Blue,49.00,Male,"Logo print cap by EA7, featuring logo on front."
38965,http://images.diffusiononline.co.uk/images/products/medium/1412935945-09964800.jpg,27.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Logo+Print+Men%27s+Cap+Slate&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/hats-c43/ea7-logo-print-mens-cap-slate-p38965,"Logo Print Men's Cap Slate",EA7,"Blue > Black > Grey > Navy",49.00,Male,"Logo print cap by EA7, featuring logo on front."
39037,http://images.diffusiononline.co.uk/images/products/medium/1412938478-91065600.jpg,20.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Cheitar+Men%27s+Snapback+Hat+Black&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/hats-c43/diesel-cheitar-mens-snapback-hat-black-p39037,"Cheitar Men's Snapback Hat Black",Diesel,Black,35.00,Male,"Logo snapback hat by Diesel, featuring large red logo to front."
39137,http://images.diffusiononline.co.uk/images/products/medium/1414151380-57886400.jpg,17.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Core+Logo+Men%27s+Beanie+Hat+Black&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/hats-c43/crooks-castles-core-logo-mens-beanie-hat-black-p39137,"Core Logo Men's Beanie Hat Black","Crooks & Castles",Black,30.00,Male,"A knitted beanie hat by Crooks & Castle featuring a pom pom and a turned up branded cuff."
39260,http://images.diffusiononline.co.uk/images/products/medium/1414067576-70144900.jpg,14.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=K-Sent+Men%27s+Beanie+Hat+Black&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/hats-c43/diesel-k-sent-mens-beanie-hat-black-p39260,"K-Sent Men's Beanie Hat Black",Diesel,Black,25.00,Male,"Metal 'D' Logo hat by Diesel, featuring fold over bottom."
39261,http://images.diffusiononline.co.uk/images/products/medium/1414146393-59343600.jpg,14.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=K-Sent+Men%27s+Metal+%27D%27+Logo+Beanie+Hat+Grey&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/hats-c43/diesel-k-sent-mens-metal-d-logo-beanie-hat-grey-p39261,"K-Sent Men's Metal 'D' Logo Beanie Hat Grey",Diesel,Grey,25.00,Male,"A Knitted beanie hat by Diesel featuring a turned up hem and a brand logo."
40232,http://images.diffusiononline.co.uk/images/products/medium/1415195981-64923900.jpg,25.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Cinty+Men%27s+Detail+Beanie+Hat+Black&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/hats-c43/boss-green-cinty-mens-detail-beanie-hat-black-p40232,"Cinty Men's Detail Beanie Hat Black","Boss Green","Black > Grey",45.00,Male,"Beanie hat by Boss Green, featuring grey detailing on border."
40879,http://images.diffusiononline.co.uk/images/products/medium/1418036178-84668600.jpg,50.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Merino+Wool+Men%27s+Watch+Beanie+Black&wgtarget=http://www.diffusiononline.co.uk/men-c2/accessories-c31/hats-c43/canada-goose-merino-wool-mens-watch-beanie-black-p40879,"Merino Wool Men's Watch Beanie Black","Canada Goose",Black,50.00,Male,"Plain beanie hat by Canada Goose, featuring brand badge to front."
24098,http://images.diffusiononline.co.uk/images/products/medium/1364492884-73468400.jpg,75.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Raw+Correct+Isley+Men%27s+Backpack+Green&wgtarget=http://www.diffusiononline.co.uk/men-c2/bags-c32/g-star-raw-raw-correct-isley-mens-backpack-green-p24098,"Raw Correct Isley Men's Backpack Green","G-Star Raw",Green,115.00,Male,"Men's cotton backpack by G-Star Raw, featuring vintage style, quality oxford canvas, leather reinforced corners and removable adjustable leather straps."
31330,http://images.diffusiononline.co.uk/images/products/medium/1386677798-76836900.jpg,180.00,http://track.webgains.com/click.html?wgcampaignid=135283&wgprogramid=5109&product=1&wglinkid=170496&productname=Leather+Men%27s+Messenger+Bag+Black&wgtarget=http://www.diffusiononline.co.uk/men-c2/bags-c32/vivienne-westwood-leather-mens-messenger-bag-black-p31330,"Leather Men's Messenger Bag Black","Vivienne Westwood",Black,180.00,Male,"Plain black logo bag by Vivienne Westwood, featuring brand logo on front."
